"","variable","model","experiment","value","sd"
"622","cltc","GISS-E2.1","shp_atl_shift_1950",-0.00158350202722382,0.0116899695373637
"623","dms","CAM-ATRAS","shp_atl_shift_1950",-2.03177692090397e-13,4.39088063998175e-13
"624","dms","CESM1","shp_atl_shift_1950",0,0
"625","dms","GISS-E2.1","shp_atl_shift_1950",-7.21835034058454e-14,7.09139041384232e-14
"626","dms","NorESM2","shp_atl_shift_1950",-5.5695575084874e-14,6.17029713214519e-14
"627","drybc","CAM-ATRAS","shp_atl_shift_1950",1.61913989663203e-17,2.71658530788215e-17
"628","drybc","CESM1","shp_atl_shift_1950",4.49359661247605e-18,8.76015444305932e-17
"629","drybc","E3SM","shp_atl_shift_1950",7.33795555469318e-17,9.53929754738482e-17
"630","drybc","GFDL-ESM4","shp_atl_shift_1950",-1.17879595800891e-16,8.93562091872944e-17
"631","drybc","GISS-E2.1","shp_atl_shift_1950",-3.33075259564223e-18,1.74606663305175e-17
"632","drybc","NorESM2","shp_atl_shift_1950",-1.97548320170824e-17,6.57218631331044e-17
"633","dryso2","CAM-ATRAS","shp_atl_shift_1950",-8.08046602046961e-14,3.75548549782688e-15
"634","dryso2","E3SM","shp_atl_shift_1950",-1.21302199379515e-13,5.34046365906876e-15
"635","dryso2","GFDL-ESM4","shp_atl_shift_1950",-1.16503256900033e-13,8.9919386114123e-15
"636","dryso2","GISS-E2.1","shp_atl_shift_1950",-1.87122418426965e-13,1.3106045070749e-15
"637","dryso2","NorESM2","shp_atl_shift_1950",-1.86155076273972e-13,1.47198176518941e-14
"638","dryso4","CAM-ATRAS","shp_atl_shift_1950",-3.31470843385286e-14,2.80843023529305e-15
"639","dryso4","CESM1","shp_atl_shift_1950",-3.08019612418632e-14,1.6447176014228e-15
"640","dryso4","E3SM","shp_atl_shift_1950",-2.31580267632899e-14,1.07870904095078e-15
"641","dryso4","GISS-E2.1","shp_atl_shift_1950",-1.33446186598685e-14,1.36450960520479e-15
"642","dryso4","NorESM2","shp_atl_shift_1950",-1.9401041201679e-14,9.35774654596103e-16
"643","emibc","CAM-ATRAS","shp_atl_shift_1950",8.07631177720166e-22,1.84885758151154e-21
"644","emibc","CESM1","shp_atl_shift_1950",-2.2718663501453e-21,5.71958925899746e-21
"645","emibc","E3SM","shp_atl_shift_1950",2.20111476103718e-21,9.70170340509213e-22
"646","emibc","GFDL-ESM4","shp_atl_shift_1950",1.15941661758799e-21,5.09613824126382e-21
"647","emibc","GISS-E2.1","shp_atl_shift_1950",0,0
"648","emibc","NorESM2","shp_atl_shift_1950",5.42358702213542e-22,1.25992514494708e-21
"649","emiso2","CAM-ATRAS","shp_atl_shift_1950",-2.57953099122944e-13,8.77510498225633e-15
"650","emiso2","CESM1","shp_atl_shift_1950",-2.56882822187624e-13,8.7488128958437e-15
"651","emiso2","E3SM","shp_atl_shift_1950",-2.61745109144559e-13,8.91408506977373e-15
"652","emiso2","GFDL-ESM4","shp_atl_shift_1950",-2.76726061586768e-13,2.03417546458668e-14
"653","emiso2","GISS-E2.1","shp_atl_shift_1950",-2.54251149887207e-13,0
"654","emiso2","NorESM2","shp_atl_shift_1950",-2.71750185859248e-13,1.98990168290608e-14
"655","loadbc","CAM-ATRAS","shp_atl_shift_1950",-1.81673538349291e-10,1.86413937426948e-10
"656","loadbc","E3SM","shp_atl_shift_1950",4.10637126718269e-11,1.59892276582249e-10
"657","loadbc","NorESM2","shp_atl_shift_1950",-5.01536247094967e-11,4.00749446750041e-10
"658","loadso2","CAM-ATRAS","shp_atl_shift_1950",-1.14331778166042e-08,1.1841596281102e-09
"659","loadso2","CESM1","shp_atl_shift_1950",-5.99980427139399e-09,1.95977547692002e-09
"660","loadso2","E3SM","shp_atl_shift_1950",-1.31584292490215e-08,4.37659925494739e-10
"661","loadso2","GISS-E2.1","shp_atl_shift_1950",-1.32148063475177e-08,1.45743233846051e-09
"662","loadso2","NorESM2","shp_atl_shift_1950",-6.21976492155606e-09,1.16565746975331e-09
"663","loadso4","CAM-ATRAS","shp_atl_shift_1950",-2.72190082104578e-08,2.74708189488757e-09
"664","loadso4","E3SM","shp_atl_shift_1950",-2.59768805141291e-08,1.31073580319764e-09
"665","loadso4","GFDL-ESM4","shp_atl_shift_1950",-2.81776429224869e-08,4.2928711320374e-09
"666","loadso4","GISS-E2.1","shp_atl_shift_1950",-1.61283698539427e-08,2.39170593615437e-09
"667","loadso4","NorESM2","shp_atl_shift_1950",-1.33187772506174e-08,2.41140650824711e-09
"668","mmrbc","CAM-ATRAS","shp_atl_shift_1950",-3.11315302792416e-14,8.14437078689277e-14
"669","mmrbc","CESM1","shp_atl_shift_1950",-3.24960803235562e-14,5.97253443753564e-14
"670","mmrbc","GISS-E2.1","shp_atl_shift_1950",-1.06518122171862e-15,1.25407267130807e-14
"671","mmrbc","NorESM2","shp_atl_shift_1950",-2.61289085346837e-14,4.04554648659396e-14
"672","mmrso4","CAM-ATRAS","shp_atl_shift_1950",-1.77831252864492e-11,1.47002321812517e-12
"673","mmrso4","CESM1","shp_atl_shift_1950",-8.20342492050599e-12,1.13841881714854e-12
"674","mmrso4","GISS-E2.1","shp_atl_shift_1950",-1.15320613882681e-11,1.16714597744579e-12
"675","mmrso4","NorESM2","shp_atl_shift_1950",-7.71166854670542e-12,8.51583367217884e-13
"676","od550aer","CAM-ATRAS","shp_atl_shift_1950",-0.000221886405081084,0.00010087683294556
"677","od550aer","CESM1","shp_atl_shift_1950",-0.000381324195979907,8.91863179927778e-05
"678","od550aer","E3SM","shp_atl_shift_1950",-0.000299120539803399,0.000113321847044348
"679","od550aer","GFDL-ESM4","shp_atl_shift_1950",-0.000570509024416921,0.000103537179257052
"680","od550aer","GISS-E2.1","shp_atl_shift_1950",-0.000677619120386708,7.33944540188877e-05
"681","rlut","CAM-ATRAS","shp_atl_shift_1950",-0.014706933594357,0.0332577083422494
"682","rlut","CESM1","shp_atl_shift_1950",-0.0350545195013353,0.0104991453549813
"683","rlut","E3SM","shp_atl_shift_1950",-0.0202109731112273,0.0432448776111092
"684","rlut","GFDL-ESM4","shp_atl_shift_1950",-0.0215477629661734,0.0677795814949287
"685","rlut","GISS-E2.1","shp_atl_shift_1950",-0.00059831855839434,0.0119046376224577
"686","rlut","NorESM2","shp_atl_shift_1950",0.0270376711797667,0.0590140798137904
"687","rlutcs","CAM-ATRAS","shp_atl_shift_1950",0.000559711210132718,0.0124075044754063
"688","rlutcs","CESM1","shp_atl_shift_1950",-0.0162393218550733,0.0124887488380354
"689","rlutcs","E3SM","shp_atl_shift_1950",-0.0120785443604632,0.0166863819275664
"690","rlutcs","GFDL-ESM4","shp_atl_shift_1950",0.00640033391255201,0.0239682230018873
"691","rlutcs","GISS-E2.1","shp_atl_shift_1950",-0.000970642107995445,0.00418656050487909
"692","rlutcs","NorESM2","shp_atl_shift_1950",0.00340949605155174,0.0221223782983186
"693","rsdt","CAM-ATRAS","shp_atl_shift_1950",-2.02643150259973e-08,3.13103574485596e-07
"694","rsdt","CESM1","shp_atl_shift_1950",0,0
"695","rsdt","E3SM","shp_atl_shift_1950",0,0
"696","rsdt","GFDL-ESM4","shp_atl_shift_1950",0,0
"697","rsdt","GISS-E2.1","shp_atl_shift_1950",0,0
"698","rsdt","NorESM2","shp_atl_shift_1950",1.23650522709795e-07,2.63750725566726e-07
"699","rsut","CAM-ATRAS","shp_atl_shift_1950",0.159887600335594,0.0801207969037553
"700","rsut","CESM1","shp_atl_shift_1950",0.144619041969031,0.0521023849707531
"701","rsut","E3SM","shp_atl_shift_1950",0.0495466962877231,0.0427393203288484
"702","rsut","GFDL-ESM4","shp_atl_shift_1950",0.0752151114746169,0.0828973911986437
"703","rsut","GISS-E2.1","shp_atl_shift_1950",0.0321764357511483,0.0248177028572747
"704","rsut","NorESM2","shp_atl_shift_1950",0.0305559189049717,0.0621363690565725
"705","rsutcs","CAM-ATRAS","shp_atl_shift_1950",0.00820508088153673,0.00308836735619289
"706","rsutcs","CESM1","shp_atl_shift_1950",0.0118897077234649,0.00252934189781362
"707","rsutcs","E3SM","shp_atl_shift_1950",0.00915271307116825,0.00396157697731819
"708","rsutcs","GFDL-ESM4","shp_atl_shift_1950",0.0172453071725855,0.00394169618608141
"709","rsutcs","GISS-E2.1","shp_atl_shift_1950",0.0221803039543175,0.0022460412328728
"710","rsutcs","NorESM2","shp_atl_shift_1950",0.0102464570191387,0.004198936625256
"711","so2","CAM-ATRAS","shp_atl_shift_1950",-1.14646150130865e-11,5.69042353624361e-13
"712","so2","CESM1","shp_atl_shift_1950",-7.28932341264243e-12,5.30019356846854e-13
"713","so2","GISS-E2.1","shp_atl_shift_1950",-7.65916714612505e-12,1.14379301157653e-13
"714","so2","NorESM2","shp_atl_shift_1950",-8.32620606465224e-12,6.76146265307028e-13
"715","srfdms","E3SM","shp_atl_shift_1950",-6.75321791941036e-15,7.14813875384524e-14
"716","wetbc","CAM-ATRAS","shp_atl_shift_1950",2.65398375965237e-16,6.04585694411867e-16
"717","wetbc","CESM1","shp_atl_shift_1950",-1.70659151723511e-16,4.68468250501155e-16
"718","wetbc","E3SM","shp_atl_shift_1950",6.44767801842215e-18,7.10694164391849e-17
"719","wetbc","GFDL-ESM4","shp_atl_shift_1950",-5.89715351120861e-17,6.96898127395045e-16
"720","wetbc","GISS-E2.1","shp_atl_shift_1950",-2.86584041357441e-17,7.25455651005303e-17
"721","wetbc","NorESM2","shp_atl_shift_1950",-1.02257001988057e-16,2.98622844330797e-16
"722","wetso2","CAM-ATRAS","shp_atl_shift_1950",-2.6495223467839e-14,2.14167969136556e-15
"723","wetso2","GFDL-ESM4","shp_atl_shift_1950",-3.23233011513206e-14,2.73771208199865e-15
"724","wetso2","NorESM2","shp_atl_shift_1950",-3.85599301384049e-14,2.91756282026372e-15
"725","wetso4","CAM-ATRAS","shp_atl_shift_1950",-1.67322496099089e-13,6.80500453168513e-15
"726","wetso4","CESM1","shp_atl_shift_1950",-1.32971625251229e-13,5.16422438480302e-15
"727","wetso4","E3SM","shp_atl_shift_1950",-8.71599957116305e-14,4.08015874793872e-15
"728","wetso4","GISS-E2.1","shp_atl_shift_1950",-1.16325050087336e-13,6.81363912632087e-15
"729","wetso4","NorESM2","shp_atl_shift_1950",-6.23347698710698e-14,5.6049842753036e-15
"730","cl","CAM-ATRAS","shp_ind_shift_1950",-0.00348319043715826,0.00615827210273598
"731","cl","CESM1","shp_ind_shift_1950",0.00620492489786084,0.0101942925754101
"732","cl","GISS-E2.1","shp_ind_shift_1950",-0.00434917528510006,0.016796562247713
"733","clivi","CAM-ATRAS","shp_ind_shift_1950",-1.54565865459304e-06,8.87165527615933e-06
"734","clivi","CESM1","shp_ind_shift_1950",-3.33686065935555e-06,2.18299707514352e-05
"735","clivi","E3SM","shp_ind_shift_1950",-2.38708724202182e-06,2.05175667820316e-05
"736","clivi","GFDL-ESM4","shp_ind_shift_1950",-2.52907532187679e-05,0.000120616859673741
"737","clivi","GISS-E2.1","shp_ind_shift_1950",-0.000178669495774375,0.000470233706015135
"738","clivi","NorESM2","shp_ind_shift_1950",1.38304239235623e-06,4.26104757647481e-05
"739","clt","CAM-ATRAS","shp_ind_shift_1950",0.00444555459327773,0.0324896330337032
"740","clt","CESM1","shp_ind_shift_1950",-0.00684619285120078,0.060378279073873
"741","clt","E3SM","shp_ind_shift_1950",-0.00648403173539123,0.0328382972947088
"742","clt","GISS-E2.1","shp_ind_shift_1950",0.0117542337042323,0.0480310948539454
"743","clt","NorESM2","shp_ind_shift_1950",0.0272673291441407,0.0755656088755753
"744","cltc","GFDL-ESM4","shp_ind_shift_1950",5.08101670720684e-05,0.00182555248767627
"745","cltc","GISS-E2.1","shp_ind_shift_1950",-0.0076919384326736,0.0141278784086386
"746","dms","CAM-ATRAS","shp_ind_shift_1950",-1.02430164272794e-13,3.05500100908244e-13
"747","dms","CESM1","shp_ind_shift_1950",0,0
"748","dms","GISS-E2.1","shp_ind_shift_1950",-1.8168209385173e-14,7.54280765549602e-14
"749","dms","NorESM2","shp_ind_shift_1950",-2.0623088943251e-14,3.59790398414634e-14
"750","drybc","CAM-ATRAS","shp_ind_shift_1950",-4.64494678327111e-18,5.13780072695166e-17
"751","drybc","CESM1","shp_ind_shift_1950",-1.51857714953415e-17,8.77866438873775e-17
"752","drybc","E3SM","shp_ind_shift_1950",-3.3861944002947e-17,9.28981162892399e-17
"753","drybc","GFDL-ESM4","shp_ind_shift_1950",-1.06346282201204e-16,1.09174467321412e-16
"754","drybc","GISS-E2.1","shp_ind_shift_1950",2.61782874951736e-18,1.77498456857721e-17
"755","drybc","NorESM2","shp_ind_shift_1950",-8.84531175900019e-18,8.67467721551858e-17
"756","dryso2","CAM-ATRAS","shp_ind_shift_1950",-4.02913973700007e-14,2.13200970408508e-15
"757","dryso2","E3SM","shp_ind_shift_1950",-5.96210880840827e-14,2.81838194326458e-15
"758","dryso2","GFDL-ESM4","shp_ind_shift_1950",-5.56705907067124e-14,4.25026029525349e-15
"759","dryso2","GISS-E2.1","shp_ind_shift_1950",-9.75123129005489e-14,6.56715760976459e-16
"760","dryso2","NorESM2","shp_ind_shift_1950",-9.22709980963016e-14,7.08444694190575e-15
"761","dryso4","CAM-ATRAS","shp_ind_shift_1950",-1.67951409232219e-14,1.76567747707176e-15
"762","dryso4","CESM1","shp_ind_shift_1950",-1.49001020618988e-14,1.66144601036673e-15
"763","dryso4","E3SM","shp_ind_shift_1950",-1.10852492010518e-14,5.80940559891907e-16
"764","dryso4","GISS-E2.1","shp_ind_shift_1950",-7.2399861830047e-15,1.25150839962268e-15
"765","dryso4","NorESM2","shp_ind_shift_1950",-9.38567781195975e-15,5.15057505153801e-16
"766","emibc","CAM-ATRAS","shp_ind_shift_1950",1.42297544234605e-21,3.68244410784744e-21
"767","emibc","CESM1","shp_ind_shift_1950",1.99770610319915e-21,5.42947881019533e-21
"768","emibc","E3SM","shp_ind_shift_1950",1.72236421077457e-21,2.28657847015162e-21
"769","emibc","GFDL-ESM4","shp_ind_shift_1950",5.2148188332099e-22,5.11480164305698e-21
"770","emibc","GISS-E2.1","shp_ind_shift_1950",0,0
"771","emibc","NorESM2","shp_ind_shift_1950",-1.50330863698317e-22,2.94794487319272e-22
"772","emiso2","CAM-ATRAS","shp_ind_shift_1950",-1.28976679015691e-13,4.38672826587689e-15
"773","emiso2","CESM1","shp_ind_shift_1950",-1.28441140671946e-13,4.37487005513387e-15
"774","emiso2","E3SM","shp_ind_shift_1950",-1.2172620305538e-13,4.1455138029425e-15
"775","emiso2","GFDL-ESM4","shp_ind_shift_1950",-1.31893817824031e-13,9.69378565539686e-15
"776","emiso2","GISS-E2.1","shp_ind_shift_1950",-1.271243304642e-13,0
"777","emiso2","NorESM2","shp_ind_shift_1950",-1.32808309872255e-13,9.72424626482546e-15
"778","loadbc","CAM-ATRAS","shp_ind_shift_1950",-1.97969137853229e-10,1.26921617234658e-10
"779","loadbc","E3SM","shp_ind_shift_1950",-9.84180603909473e-11,1.46081226053865e-10
"780","loadbc","NorESM2","shp_ind_shift_1950",-1.89249420205856e-10,1.8129033860483e-10
"781","loadso2","CAM-ATRAS","shp_ind_shift_1950",-5.49828679074011e-09,2.0589621880722e-09
"782","loadso2","CESM1","shp_ind_shift_1950",-5.99763447021901e-09,2.01849385629089e-09
"783","loadso2","E3SM","shp_ind_shift_1950",-5.93399743038483e-09,5.17699460444394e-10
"784","loadso2","GISS-E2.1","shp_ind_shift_1950",-7.6055350760534e-09,2.10309132749970e-09
"785","loadso2","NorESM2","shp_ind_shift_1950",-3.30943463429583e-09,8.56795794821928e-10
"786","loadso4","CAM-ATRAS","shp_ind_shift_1950",-1.31993542850595e-08,3.88227165568163e-09
"787","loadso4","E3SM","shp_ind_shift_1950",-7.13816625381634e-09,2.06643974902962e-09
"788","loadso4","GFDL-ESM4","shp_ind_shift_1950",-8.05294324278689e-09,7.35047498723532e-10
"789","loadso4","GISS-E2.1","shp_ind_shift_1950",-5.70176451715267e-09,2.84637710040399e-09
"790","loadso4","NorESM2","shp_ind_shift_1950",-4.12864233673202e-09,1.80302904467871e-09
"791","mmrbc","CAM-ATRAS","shp_ind_shift_1950",-5.85032811230453e-14,5.50884508518814e-14
"792","mmrbc","CESM1","shp_ind_shift_1950",-3.24960803235562e-14,5.97253443753564e-14
"793","mmrbc","GISS-E2.1","shp_ind_shift_1950",4.96736064006119e-15,1.78393994348041e-14
"794","mmrbc","NorESM2","shp_ind_shift_1950",-2.9239010834443e-15,3.99484986242857e-14
"795","mmrso4","CAM-ATRAS","shp_ind_shift_1950",-9.45224493684573e-12,1.32728639197014e-12
"796","mmrso4","CESM1","shp_ind_shift_1950",-8.20342492050599e-12,1.13841881714854e-12
"797","mmrso4","E3SM","shp_ind_shift_1950",-5.69989317725505e-12,2.9916644911784e-13
"798","mmrso4","GISS-E2.1","shp_ind_shift_1950",-6.21884993597518e-12,1.06624145190465e-12
"799","mmrso4","NorESM2","shp_ind_shift_1950",-3.84074349779403e-12,7.37445010945299e-13
"800","od550aer","CAM-ATRAS","shp_ind_shift_1950",-0.000143463405883262,7.93707120405754e-05
"801","od550aer","CESM1","shp_ind_shift_1950",-0.000218687873985796,0.000130253622546947
"802","od550aer","E3SM","shp_ind_shift_1950",-0.000151546786504367,0.000124840438152974
"803","od550aer","GFDL-ESM4","shp_ind_shift_1950",-0.000275088294739589,0.000111321587054544
"804","od550aer","GISS-E2.1","shp_ind_shift_1950",-0.000333973934766535,5.8929146204796e-05
"805","rlut","CAM-ATRAS","shp_ind_shift_1950",-0.00103962220520657,0.0172555039014974
"806","rlut","CESM1","shp_ind_shift_1950",-0.012854932064738,0.064855711574575
"807","rlut","E3SM","shp_ind_shift_1950",-0.0101600707338434,0.0477877138189906
"808","rlut","GFDL-ESM4","shp_ind_shift_1950",-0.0147251702720155,0.0287470674422588
"809","rlut","GISS-E2.1","shp_ind_shift_1950",-0.00114411935227849,0.0161947603213099
"810","rlut","NorESM2","shp_ind_shift_1950",0.0248993875168196,0.0784551624596939
"811","rlutcs","CAM-ATRAS","shp_ind_shift_1950",0.0025415254860377,0.00453269052333024
"812","rlutcs","CESM1","shp_ind_shift_1950",-0.00822553135136559,0.0153136821419997
"813","rlutcs","E3SM","shp_ind_shift_1950",0.00266797719347096,0.0184970485348217
"814","rlutcs","GFDL-ESM4","shp_ind_shift_1950",0.00182567651498857,0.0103835383340299
"815","rlutcs","GISS-E2.1","shp_ind_shift_1950",0.00155961673284537,0.00532504675533405
"816","rlutcs","NorESM2","shp_ind_shift_1950",0.00375729584148985,0.0156498012239006
"817","rsdt","CAM-ATRAS","shp_ind_shift_1950",9.46258865042182e-08,1.95863289130702e-07
"818","rsdt","CESM1","shp_ind_shift_1950",0,0
"819","rsdt","E3SM","shp_ind_shift_1950",0,0
"820","rsdt","GFDL-ESM4","shp_ind_shift_1950",0,0
"821","rsdt","GISS-E2.1","shp_ind_shift_1950",0,0
"822","rsdt","NorESM2","shp_ind_shift_1950",2.09390918826102e-07,1.94860685117479e-07
"823","rsut","CAM-ATRAS","shp_ind_shift_1950",0.0954832956558079,0.0625058903465746
"824","rsut","CESM1","shp_ind_shift_1950",0.0370819559094429,0.0608863965965135
"825","rsut","E3SM","shp_ind_shift_1950",0.037667109074016,0.0278371936810978
"826","rsut","GFDL-ESM4","shp_ind_shift_1950",0.0325776131217282,0.0168217897753267
"827","rsut","GISS-E2.1","shp_ind_shift_1950",0.016023325129467,0.0412078732347881
"828","rsut","NorESM2","shp_ind_shift_1950",0.000980670518055149,0.0900214398482905
"829","rsutcs","CAM-ATRAS","shp_ind_shift_1950",0.00510110861697086,0.00273177557739187
"830","rsutcs","CESM1","shp_ind_shift_1950",0.00694441684126161,0.00355415168781789
"831","rsutcs","E3SM","shp_ind_shift_1950",0.00480650700336724,0.00349478530171731
"832","rsutcs","GFDL-ESM4","shp_ind_shift_1950",0.00908582943760905,0.00390960104935744
"833","rsutcs","GISS-E2.1","shp_ind_shift_1950",0.010941296882649,0.00191592537665383
"834","rsutcs","NorESM2","shp_ind_shift_1950",0.00478382739920846,0.00162102472118454
"835","so2","CAM-ATRAS","shp_ind_shift_1950",-5.69618049006387e-12,3.30709633551151e-13
"836","so2","CESM1","shp_ind_shift_1950",-7.28932341264243e-12,5.30019356846854e-13
"837","so2","GISS-E2.1","shp_ind_shift_1950",-4.11492353302079e-12,8.92625024309209e-14
"838","so2","NorESM2","shp_ind_shift_1950",-4.02900776629572e-12,2.89451764876113e-13
"839","srfdms","E3SM","shp_ind_shift_1950",-2.61962073109262e-15,9.34357090295162e-14
"840","wetbc","CAM-ATRAS","shp_ind_shift_1950",2.01134026171097e-17,5.76406302931094e-16
"841","wetbc","CESM1","shp_ind_shift_1950",-2.48932200121955e-16,4.96961365744461e-16
"842","wetbc","E3SM","shp_ind_shift_1950",-3.77191338371646e-16,1.22931018429083e-16
"843","wetbc","GFDL-ESM4","shp_ind_shift_1950",-1.87267799930015e-16,5.66739256139716e-16
"844","wetbc","GISS-E2.1","shp_ind_shift_1950",2.06558995732831e-17,1.80318099165467e-16
"845","wetbc","NorESM2","shp_ind_shift_1950",5.68186392595729e-17,2.8839090463053e-16
"846","wetso2","CAM-ATRAS","shp_ind_shift_1950",-1.37598574688265e-14,1.76496457947286e-15
"847","wetso2","GFDL-ESM4","shp_ind_shift_1950",-1.59519781645769e-14,1.93985187582255e-15
"848","wetso2","NorESM2","shp_ind_shift_1950",-1.81650843243761e-14,1.94162143815637e-15
"849","wetso4","CAM-ATRAS","shp_ind_shift_1950",-7.96212516390725e-14,7.82984018781016e-15
"850","wetso4","CESM1","shp_ind_shift_1950",-6.95941544811363e-14,7.31697365533875e-15
"851","wetso4","E3SM","shp_ind_shift_1950",-3.97789354221464e-14,1.87161112803755e-15
"852","wetso4","GISS-E2.1","shp_ind_shift_1950",-6.00399419490567e-14,5.07528376375693e-15
"853","wetso4","NorESM2","shp_ind_shift_1950",-2.6664667188035e-14,3.95548073364058e-15
